tweet,label
"Face masks have become an increasingly important part of Australian's fight against the #coronavirus pandemic.

But while they may be indispensable to protect our health, they are often disposable and non-recyclable. #9News
https://t.co/GqSraR6Lz8",2
"1 - Previous vaccines and masks ma...
2 - COVID-19 treatments are 'stari...
... #overallnews #previous #vaccines #masks #covid #treatments #staring https://t.co/O9t15Tgx3x",2
It’s International Youth Day! Shout out to all the young people who are stepping up and helping stop the spread of #COVID19 by wearing a mask. You are doing it with style…and you are making a difference. #WorldMaskWeek,0
‘Lives could have been saved’: Ireland says people must wear masks in stores to stop COVID-19 — why did it take so long? https://t.co/FoaM9GITdp,0
"Asthmatic...long term damage wearing mask. If mask is not bothering you, then the mask isn't working well enough to stop a virus. Good luck, I hope years down the road you won't regret what you are doing to your lungs &amp; system.",1
"Today, we again mourn the loss of 2 additional Monterey County residents to this deadly virus! We express our deepest condolences to the families &amp; pray for their strength! 

Please take this seriously, wear a mask😷 &amp; do all to protect your health and your loved ones!
#RIP🙏🕊😢",0
"LOOK: As part of President Rodrigo Duterte's promise to protect the public from COVID-19, members of the IATF-EID and @ntfcovid19ph led the ceremonial distribution of free face masks and hygiene kits to beneficiaries in Antipolo Rizal.",2
"When this what the true definition of COVID is. Wake up people!!! We are being played and stupid us are wearing masks when fauci originally stated masks are no good and COVID is like chicken pox, catch once and immune.  Vaccinate Gates and pals and sent to their camps to rot",1
"Arguing Covid is a hoax, the flu or anything less then what it factually is comes from a tiny brain in a tiny little mask-less head. Which classifies as one of the most remote places on Earth, nary a intelligent thought exists",0
Lost my big brother to Covid-19 today. Folks its real! I beg you please wear a mask! Help me honor my brother by wearing a mask and practice social distancing. If he was with us and had survived he would be telling you the same.,0
Stay at home. Avoid crowded places. Wash your hands. Wear your masks. Sanitize. Viva! These are common statements in Kenya as we strive to fight the spread of the Covid-19 pandemic that is spreading across the world like wildfire. https://t.co/gSnrUh6TmY #SokoNews,0
Hey if covid thought us anything is that America is like 65% brain dead people who are to lazy to put on a mask and the rest are actual people who care about others and themself,0
How do I know if my #mask actually works? What about the  'candle test'? #COVID19 @UNSW @KirbyInstitute  https://t.co/IJ5uotcErF via @ConversationEDU,2
"Jesus. Masks DONT work. And there is NO ""pandemic"". 🤣🤣🤣🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🙄🙄🙄🐑🐑🐑🐑🐑 #ThinkItIsNotIllegalYet",1
"face masks for workplaces, as later announced today by both the DTI and DOLE for further health protection against the covid-19 virus, and since I believe that they are for the good of the national interest, the Government, must provide free face shields, aside from facemasks,",0
Y’all selfish as hell coming back here &amp; acting like the pandemic is over. Just bc y’all loved ones are back home in the south or midwest or whenever tf y’all from doesn’t mean your actions don’t have consequences. My whole family is here. Stop complaining and wear a fuckin mask.,0
"Traffic police should be given duty to check mask,social distancing and lockdown rules and proper fine as penalties or imprisonment should be enforced as law to check covid  spread otherwise it can take 10 years to remove this virus if vaccines aren't successful #Narendermodi",0
Sir advices should be given by people who follow rules. Telenagana govt neither implements nor follows any SOP for covid 19. No testing no masks no social distancing. All hospital's and doctors inflected. Hospital without permission have covid wards.where is governance,0
"Anti-maskers aka Karen, not to be rude are pretty fucking dumb. They don't even know the purpose of masks. It's to keep out germs and coughs not the virus itself. Cause when germs enter your body it becomes an easy target for virus. But you won't understand cause you're dumb af.",0
I mean the death rates have gone way down we already hit the curve. Idk why you’re hating on kemp he’s trying to save our economy. If you haven’t learned by now viruses don’t go away. Hence the flu every year. Mask don’t do anything either.,1
"yet other family members can? And I can't. Let alone celebes can go party without mask and get. Away with it. Yes this may sound childish  jealously it's not remotely how I feel just upset and sad that people could visit each other without masks stay safe every1
#cvirusloneliness",2
"it’s already scientifically proven that masks slows down the circulation of virus. Ada yang bawa virus tanpa showing symptoms yet just like a cold, blm showing tapi udh ada virus /  bacteria nya. That’s where the function of the mask comes in.",0
"""Our main concern is the overcrowding in the beaches as this means social distancing might not be adhered to and people remove their masks possibly spreading the virus around. The regulations are very clear that beaches are off limits except for fishermen.”",0
"""those in fear of COVID-19 are feeling empowered by the government and media propaganda to publicly attack those not wearing masks or attack those who question the mainstream narrative. Violence will become more common and a deeper division within our communities will result""",1
"""Shutting down investigative journalists including Doctors and professionals by censoring real data on COVID-19, virology, coronaviruses, vaccines and the dangers of prolonged mask-wearing is an attack on press freedom and free speech""",1
"But seriously, I'll love to see a proper test of how much of a virus at 0.08 micron size is sneezed through a mask, due to the velocity and force from a sneeze, would it just mean that the larger droplets are captured, but the sub micron level droplets make it through.",2
"The thing is; I do live in the city. I also go into peoples homes daily. If everyone took off their masks today, I would be in a position where I still have not seen absolutely any sign of this “pandemic”. I’ve been in bars, shops, warehouses and dozens of peoples homes too.",1
"Coronavirus: Wear a face mask during sex and avoid kissing to reduce COVID-19 risk, charity says | UK News | Sky News.

Bonkers! Someone should be fired! https://t.co/pqRGwxU20g",1
"Every virus be it race-supremacy or COVID, has its own protection system…

Its the masses, the society that protects and nurtures such menaces…

[cartoon by] #MahnazYazdani @ https://t.co/UoIFRWJcUw

#Covid19 #CoronaVirus #SOPs #SOPsToSustainSuccess #WearAMask #Covid19Pakistan",2
"How are both of them now? Did they recover? Did her son get the Virus from her?Where's her mask,  gloves PPE as a Mom and Doctor?",0
LOOK: Hundreds of residents who failed to wear face masks or present their quarantine passes are rounded up in Quezon City Memorial Circle to undergo booking procedures and to listen to a lecture on COVID-19. Photos by Pino Arcenas/Rappler,2
"Get it through your thick skull, dust masks do nothing to prevent the spread of Corona virus. And actually make the transmission of it worse by the constant hand to face readjustments.",1
"No one really cares about #COVID19     An unmasked server at a nice restaurant at Village Mall DEMANDED I re-do sanitizer on hands because it wasn't enough

When I mentioned her lack of wearing a mask - ""oh, I'm sorry"" &amp; then walked away without fixing it

We are going to die",0
"36 Gramm - our transparent plastic mask is light as a feather. Mouth, nose and chin are unrestricted but remain covered! SMILE is not a face shield. Available in our online shop!
#smileandbesafe #maskenpflicht #corona #maskrequired #mns #schutzmaske",2
"@DrRPNishank please postpone jee main and neet or open parliament and courts by SOPs method.This is very challeging for student to wear masks for 6 hour .Corona a airborne disease so social distancing does not matter and ppe kits are not enough for students.
#postponejeeneet",0
"Dear eigits on the tube, 

You breathe through your nose. 
Your mask should cover your nose. 

Some of you may be literal mouth breathers, your mask should cover your mouth. 

Your chin isn’t what you need to cover to prevent spreading Covid.

Cover up and wear your mask properly",0
"pandemic: One Aug. 4 NPR/Ipsos poll found that two-thirds of Americans believe the U.S. pandemic response is worse than that of other countries. AND IT IS! DONALD TRUMP HAS FAILED US AND KILLED 162,000 AMERICANS FROM DENIALS DELAYS &amp;NO MASKING! HE HAS RUINED OUR ECONOMY&amp;SCHOOLS!",0
"Well, not blind and it's a fact. You can remove your mask when you sit down at your table. Apparently you missed the sarcasm. 

If the virus is still there, it magically stays away from your table. Just shows the lunacy of mask mandates.",1
"No actually it's houses and police stations this time, temples was saved to cover this crap. Much like Chinese sold masks and sanitizers after spreading the virus. One word is facesaving",2
One person with the virus went to a church in Ohio and just under 100 people got sick. That’s the issue. It’s because people aren’t distancing or wearing masks (especially in an enclosed space) and it’s spreading. 🙈 I think it’s important for churches to learn how to adapt in,0
4 more years of THE TRUMP VIRUS? 🤮 1000 needlessly dying daily because stupid won’t wear a mask or take it seriously! Remember his stupidity: It’s just the flu. It will be gone in the warm weather. Dem hoax. Fake News. Open the economy now. Open schools now. Losing the battle!👎,0
"More undermining crap from Stinking Rotten Lowlife Organisation News Corpse. Masks are part of a smart response. But they have undermined govt responses to Covid in Aus, USA and, UK from the start.",0
"If the masks work, why do ALL people have to wear them? IF  masks work , why would it spread?? IF masks work, why do the businesses have to be closed &amp; children not be in school! IF the virus is so deadly then why are those that were rioting did not just drop dead? So many",1
"I also am happy to give cool masks to whoever might need them, for free. We all need to mask up to end this pandemic, and if making it look cool helps, I’m all for it.",0
"WHAT IF these spikes are fake..period? Not to say that some people aren't getting ill from continual mask wearing but I do not believe the hype surrounding this ""pandemic"" anymore. COVID is more under control then the DEM's want the public to believe. My mask went off months ago.",1
"I appreciate my siblings and family trying to get me help and therapy, however my biggest concern is that it isnt face to face. Even with a mask it's not enough for it, I could take every precaution and it still isnt enough. I know it's a pandemic, but it doesn't replace therapy.",2
About 5 months of most of the country respecting the rules regarding COVID and the virus is gone. France is a lot better now that what it used to be. (Well actually there is a second wave going on because we left quarantine too early and people are not wearing mask anymore),0
The people who said the virus was a hoax and refused to wear masks for 4 months and threw COVID parties are the reason there will be no football.,0
"#NoMasks 
#Science PROVES 👇
😷's

- let in 100% of the virus
- worn in public are unhygienic, spread germs
- worn long periods lower immune, increase tension/anxiety/breathing issues/aggression
- DO NOT SAVE LIVES

https://t.co/fB68SsFHsf",1
Hip Hop Public Health (@HHPHorg) Completes Trilogy Of COVID-19 Music Video PSAs With Release Of #BehindTheMask [Video &amp; Lyrics Included] https://t.co/STYBo5Fv36 via @loup_dargent,2
Had pizza delivered to my house the other day. The app said all deliveries are contactless...The delivery driver rang my doorbell and stayed there with no mask on just waiting for me to open the door. What used to be normal feels so foreign... #COVID19 #dominospizza @dominos,2
How so? By stripping them of their Medicare and Medicaid and Social Security? By not mandating masks? By not having a national strategy to beat the virus that is killing seniors by the tens of thousands? Um yah—helluva strategy you have.,0
The time has come for you to know that when you don't need to wear a mask. #CovidHoax #NoMaskMandates #NoMaskMandates #NoLockdown #NoVaccines #MAGA2020 #TrumpLandslideVictory2020,1
"Don't forget it's not just #pandemic it's the fact that they were holding their own in #EU until the U.S. went off the rails &amp; impacted the #global #economy! The #UK was less prepared to handle the impact than #Germany or Scandinavia. Our stupidity affects the globe, too.
#Masks",0
"Yeah. Unfortunately, this pandemic has brought out a lot of douchebags. I find it amazing that I get called a pussy for wearing a mask but some MAGA hat wearing MFer can't wear a mask because it makes his flea-ridden beard itch.",0
Rainbow #tiger stripes #facemask on @cafepress! https://t.co/Pvrx51LGf7 Sold another! Thank you to the buyer! #cafepress #covid19 #WearAMask #StaySafeStayHealthyRainbow Tiger Stripes Face Mask by... https://t.co/Rkj8n8f0gg,0
"📢 Assad companies &amp; facades to circumvent sanctions ... politicians &amp; economists reveal details &amp; names ... they are like corona masks ... discarded after use...

#Comrades, when thug Basil died several $billions were reclaimed from Austrian banks by fake wife as sole inheritor.",2
People stopped going out because there is a deadly virus circulating the world that can spread from asymptotic carriers and the President still hasn’t offered a national strategy.  All states later declared an emergency to free up funds and keep you safe. Please wear a mask.,0
If your that worried u might wanna get one of those new masks from Walmart they look very much like a plastic bag just put it over your head and seal it closed you won’t have to worry about Corona Virus at all then.,1
"#MaskUp 
#StayAtHome 
#StaySafe 
Soon ,New normal will be the normal 
Hopefully 
#COVIDー19  vaccine 💉 in #Russia  will be feasible to solve the current Situation and the rest of 2020  will be healthy happy and cheerful to all 
🙏🏻",0
"@BourgeeUK we went to your Chelmsford restaurant last night for eat out to help out the food was lovely but the service was poor! Long waits , forgotten food orders, olives dropped on table and no cocktail sticks, flat beer , no face masks or extra Covid precautions",0
"Tribo E mask is a self-powered mask based on triboelectricity. Designed &amp; developed by @CeNS_Bangalore, a nice initiative under @makeinindia during this #COVID19.
more @ https://t.co/zEssCpPXsn
@IndiaDST @PMOIndia @MoHFW_INDIA @CovidIndiaSeva  @MIB_India
#IndiaFightsCoronaVirus",2
"Funniest video I've seen this morning

#ChinaVirusDerangementSyndrome

Apparently you have to wear a mask to stop this woman pulling her own hair out",2
"#PLEASEPOSTPONEJEE_NEET  @DrRPNishank  @DG_NTA  @narendramodi  @PMOIndia  @AmitShah  respected sir,due to ongoing pandemic we are very tensed about our health and don't feel safe travelling for exam and weaeing masks for so long is tough with speactacles.",2
"Thank you - from everyone at Positive Charcha Team - for your dedication, commitment &amp; courage, every day &amp; especially during this pandemic.

Add Your 'Thank Message' in the Comment Box below.

#tahnkyou #gratitude #covid19 #coronavirus #wearmask #hygiene #socialdistancing",2
"@CyrilRamaphosa @PresidencyZA @HomeAffairsSA @DIRCO_ZA 
We promise to adhere to all the COVID19 regulation 
We will test 
Social distance 
Wear a mask 
Quarantine 
Just please let us reunite with our partners #LoveIsNotTourismSA",0
"USA is uniquely incapable of handling this, how come every country that took an aggressive approach to shutting down the country and mandating masks economy’s didnt crash? provide a stimulus and people will spend. not a real argument. Trump bottled COVID and people died bc of it.",0
"So obviously not one household/bubble. Posing on the beach cheek to cheek etc.
Mate the pandemic isn’t over. Either stick to your convictions about the pandemic or perhaps STFU about masks &amp; your judgement of people! His hypocrisy has finally tipped me over the edge!!",2
"Far East countries do mandate masks.

They have the lowest transmission rates on Earth.

Do masks help stop transmission of a lethal virus?
If they do, they should be worn when appropriate. 

The evidence seems to be that they do. The burden of proof is on you to show otherwise.",0
"#KBF #NoMaskSelfie #NoMask #coronavirus #coronascam 

Inside the UK anti-mask movement where conspiracy theorists risk 'more deaths' https://t.co/33GIDf8Sxx",1
"No I’m no expert unlike you,but I do know that a virus is smaller than a partical from a smell,if this is untrue then I bow to your greater knowledge,I actually don’t believe masks work,simple as.",1
"Why are no journalists raising issues such as our children being allowed to be taken under the new covid act. How the fact we are being locked down and made to wear masks, economy destroyed when 99.6% will survive this. Im scared of what is happening @piersmorgan",1
"We are OVER the Coronavirus ... please give us our freedom and lives back from a virus that has a 97% survival rate. #NoMasks #NoLockdown #CovidHoax #WakeUp 

#Trump2020 #MAGA2020 #StayWoke",1
"COVIDー19 animated chart, updated August 12th
Source: #WHO

https://t.co/MeEng7AB84

#COVID #COVID__19 #COVID_19 #COVID19 #COVID19India #COVID19turkey #Covid19usa #COVID19 #covid19brasil #covid19peru #COVID19Ecuador #COVID19Nigeria #Covid19Chile #COVID19Pakistan #WearAMask",0
"Different takes on mask wearing. Here's one. Damn store has a sign posted; ""You have these symptoms don't come in"". So in reality, we have a bunch of healthy people walking around wearing dumb masks! F*ng liberal mentality. Asymptomatic people gonna pass COVID into your mask? NO!",1
"Masks make no difference or a small difference to virus spread. 

They also introduce risk, people touching their mouth and mask more.

All points made by Sage scientists.",1
the united states is such a joke bro we are so laughable to every other country. we have a president more concerned about banning tik tok than the fact that we’re prob the only ones with covid still rising and idiot citizens who think wearing mask is a violation of their rights,0
"my grandma is 92, and in a home. I haven’t been able to see her face to face in months because of the pandemic, and she doesn’t remember who I am through the window. It’s so shitty that people are protesting reopening the state when the pandemic is getting worse. just wear a mask",0
"#IndiaFightsCorona: 

📍Wear a face mask 😷

➡️Wearing a mask makes you a responsible citizen and is utmost important to prevent the spread of #COVID19 

#TheNewNormal #StaySafe #IndiaWillWin #MoDAgainstCorona",0
"tw // body dysmorphia ment. 
-
-
-
-
nothing during this pandemic has made me more aware of the effects body dysmorphia has had on my self perception than the way i am constantly overestimating the face mask size i need and i hate it ❤️",2
"Face Masks leaving China🇨🇳to save lives!
40’HQ—1828000pcs👍🏻#covid19 #facemask #health #healthy #fitness #protection #virus #massagetherapy https://t.co/wJU0aOfzAr",2
"Golden Beige &amp; Warm Brown Classic Highlights.

By Salon Art Director Alam Salmani.
At @AKreationsIndia.

Contact us on 7208999911 or 8976228999.
Valet parking available.

#LuxurySalon #AkreationsIndia #Safety #Precuations #Covid-19 #Hygiene #FaceMask #ClientSafety",2
Adjustable Over the Head Blue Face Mask Cotton Fashion Blue Face Covering https://t.co/dl7Dqj9b1X #stayhome #facemask #facemasks #covid #mask ##socialdistancing #wearthedamnmask,0
@FallonTonight #SummerSongs2020 Dumb Coronas ruined everything 2020 started off strong but downhiller once late March came and put us in self isolation and mask wearing. Fallon has a great laugh and show better than some others oh no. Can’t wait for 2021,2
"The Muntinlupa City gov’t will give 90,000 face masks to residents as protection vs COVID-19. Displaced seamstresses were hired by the city gov't to make the face masks under the Tulong Panghanapbuhay sa Ating Disadvantaged/Displaced Workers (TUPAD) program @manilabulletin",0
Can people not care about COVID AND the environment simultaneously?! My reusable mask cost $10. Why are people even buying disposables unless they work in healthcare?,2
"ALERT: University Mocked For Telling Students To Wear A Mask During
Sex, Practice ‘Solo Sex’ - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/smFnsX8fuF",2
Sweden decided not to mandate mask because there’s no scientific evidence that masks will work for Covid in community settings!,1
"if it was a pandemic.... yes.  meanwhile 30 new cases out of 21000 tests.  but we need mandatory masks, contact tracing, and vaccines. Or else!",1
"Covid-19 Details
#Always wear Mask 😷
#Stay Home to break the Chain🏡
#Don't Spit in public places🏥
#Don't touch your Nose👃 n Eyes👀
#Wash your hands regularly🤝
#Maintain Social Distance 
@CMO_Odisha
@MoSarkar_Odisha
@HFWOdisha
@IPR_Odisha
#OdishaFightsCorona",0
@EasternRailway Sir only 1 pair of disposable gloves for 3 days duty in 02301/02302 provided by authorities for TKT checking staff at cti(g) hwh base and only 1 pc mask in may 2020. In this way ur TKT ckg staff will fight against corona?,2
so can y’all stay home or at least wear your damn masks when you’re out so we can stop the spread of COVID-19 in time for halloween ?? cause i srly need to go to this 🥺,0
"#HENCOLINAirFilter #HEPA #CleanAir #Filtration #HVAC
#Taiwan #AirFiltercanhelp #Breathe #Mask #Air #COVID19
Keep the air fresh
HENCOLIN Air Filters can help
https://t.co/00J4XmwiVJ
https://t.co/pbIna0F15i
https://t.co/4Shq20pwlA",2
"The Muntinlupa City gov’t will give 90,000 face masks to residents as protection vs COVID-19. Displaced seamstresses were hired by the city gov't to make the face masks under the Tulong Panghanapbuhay sa Ating Disadvantaged/Displaced Workers (TUPAD) program | @Jonah_writer",2
While you spent the last several months in quarantine preparing for the #NBABubble. @KamalaHarris did some preparing herself. That’s not a mask to rob a bank either. #NBA #VPPick #AKAs #AKA1908 #coronavirus #KamalaHarris @JoeBiden,2
"Festive is First
          But
 Mask is Must

#HappyJanmashtami 
#Janmashtami 
#HuPanCoronaWarrior #StaySafe 
@narendramodi @AmitShah @PMOIndia @HMOIndia @JPNadda @BJP4India @vijayrupanibjp @CMOGuj @CRPaatil @BJP4Gujarat @bhikhubhaidbjp @imBhupendrasinh @randhirsinhbjp",0
"Masks don’t work in stopping the virus, they just prolong the spread.  They were used during Spanish flu because we had nothing else, plus Spanish flu was 100 times more deadly than SARS-Covid V2. People die, it’s a fact of life, get used to it. Fauci approved HCL in 2005",1
"These idiots are getting nasty.
#KBF #NoMask #NoMaskSelfie #coronavirus

@simondolan keep your followers, sorry independent thinkers,  under control.

Moment megaphone wielding anti-mask activists storm Morrison's https://t.co/mHmTagtFnO via @MailOnline",2
"Updated #2020 Word #Dictionary: 
1.Covid-19 
2.Pandemic 
3.Herd immunity 
4.Quarantine
5. Social distancing 
6. Abb. WFH
7. N95 
8. K95
9.Swab 
10. PCR
11. Hazmat suit 
12.Oximeter 
13.Jahil 
14. Anti-Maskers
15. Long Covid
16. Sputnik",2
"COVID19 IS AN AIRBORNE VIRUS AND DROPLETS CAN LINGER IN THE AIR.

Video simulation of how a single cough spreads microdroplets throughout an entire room. Even 20-minutes later the microdroplets continue to circulate.

Please wear a mask around others.
https://t.co/GUzFPv6h1T 03",0
"In Cyprus a 77 -year- old man dies of COVID-19, 25 new cases on Tuesday
https://t.co/bp74q2G5Ii #Cyprus #coronavirus #Cypruscoronavirus #covid19 #covid19cyprus #covid19tests #coronavirustests #Cyprusfacemasks",2
It’s really not that hard to wear a fucking mask for a quick grocery trip. I wear an N95 mask for 8+ hours a day while I work with COVID patients so fuck you.,0
"I couldn't agree more! And if that virus was oh so deadly why are there no special biohazard bins to dispose gloves, masks, etc. in?",2
What’s the best face mask? How effective are cloth masks in protecting against the coronavirus? What's the proper way to use and clean them? https://t.co/7OJTs7dOx3,2
The effectiveness of masks should not be something we determine as a deadly pandemic rages around us. it’s inexcusable. plenty of infectious diseases hit us every year- studies could have been conducted. It’s just that basic and it poses no risk to the participants.,0
I'm tired of being paranoid thinking I got corona bc my chest hurts from breathing in too much carbon monoxide from the mask too long. I'm over this,1
Play Ball.  Not playing brings no guarantee of protection.  College FB played &amp; survived the Spanish Flu in WWI which was much more deadly than COVID.  Wear your masks.  Keep high risk people safely in home/shelter.  Youth r exposed in school &amp; college will 99%+ recover quickly.,0
"Even if covid made you lose a body part, lock downs and mask mandates would still be violations of human rights.

The #PedophileElite pushing this bullshit need to be strung of from the street lamps and left their as a warning.",1
chump had his chance to help seniors at the beginning of his term but he chose to squander his chance. He also had a chance to minimize the amount of death and people getting COVID-19 by mandating masks. As of today (8/12/20) 5.1 million have the disease and over 160K have died.,0
"americans: chinese people are the reason why covid exist. chinese people are the main carriers of the chinese virus

also americans: omg lets have a covid party so see who catches it and let’s throw a tantrum about having to wear a mask 🤣🤣🤣",0
"Did you guys know you guys could have saved around 75,000 thousand lives and this pandemic will be under control? Think about that before you say I’m not going to wear a mask. Your putting you self at risk and others. Btw Im talking to the people who chose not to wear a mask.",0
People planning didn’t believe in aerosol transmission and didn’t believe in masks.People in authority not appreciating(or just arrogant) how little they knew about COVID-19 and not learning from o/s.,2
"How susceptible to infection are a #COVID patient’s family members? Only 10-15% households have reported a secondary infection despite close contact &amp; no distancing/masks, a global literature review has shown. Review author @DMavalankar explains more: https://t.co/sKnGPi0AgM",1
"Latest Covid Updates:-
Total Cases : 20,526,098 
Recovered : 13,448,493
Deaths : 745,981

Source : ""https://t.co/dIBapL0MIM""

 Wear a mask &amp; Stay home, Stay Safe",0
"Feeling dissapointed at the amount of people discarding their disposable face coverings with impunity.... it's an ugly side of human nature, that one protects oneself from germs and possible virus contamination, with mask, then toss the now contaminated mask, on to the ground",0
"@ALawRadio I disagree with Big 10 and Pac 12 decision. The Football Players have done everything asked with the masks and other protocols for several weeks. Then, the rug swept out from under them. More sense to monitor the student athletes for the virus. JC",2
HSE also told nurses that we didn't need to mask with patients in March unless they were covid positive.  This was before testing was sorted.  Look how that turned out.  My 10 year old will be masked in school.  Entirely her own decision.  She understands. Why doesn't government,0
"I can’t speak for MA but not many people wearing masks in CA. This virus is not the flu, there are  consequences we may not know about for years. Listen to the experts or let’s just all start telling each order what’s best practices in their profession.",0
"Alright. To everyone who decides they don't wanna wear a fucking mask, you do you. COVID-19 does in fact have the ability to kill a human being. You can be the cause of human/your own deaths. Don't reproduce, EVER.",0
"You Covid19 deniers look so stupid! Grow up! Shut up! And put on a fu@king mask!

Covidiot Freakout In Arizona Grocery Store, Gets Carried Out by Son https://t.co/mUDu3DNPN9 via @YouTube",0
"Hi you can be angry about an elite pedophile ring and also be angry about the pandemic. Stop posting ""sex trafficking is the real pandemic"" that trend was started by anti-maskers. You can divide your attention focus on both.",0
@HealthZA Another day another 200 strong queue. Some no masks and no distancing. This will spread the virus to lots of victims. #coronavirusInSA,0
"How i avoided getting covid on planes and airports:

1) i wore a mask the entire time
2) i didnt eat or drink anything on the flights, which were less than 4 hours.
3) i washed my hands and face, disinfected my phone, and changed my clothes when i landed

Thats all i did.",0
"Sturgis motorcycle rally attendees lounge in bikinis, pack into bars, and mock mask wearers: 'It's like COVID does not exist here' https://t.co/Th9VMqaooU via @Yahoo",2
Here’s ur reminder to WEAR A FUCKING MASK😷 #wearamask #covid19 #coronavirus #australia #teen #tiktokteen #lgbt #bi #questioning,0
"A Passenger’s Guide to Air Travel - A Passenger’s Guide to Air Travel August 12, 2020 ….Hey!  Hold on!  I’m now a COVID expert!?  No but here are some practical tips for travelers to consider- Wear the COVID N-95 or K-95 face mask on board;... https://t.co/uJoBSzRpz1",0
"“We know though that masks are the least effective part of our layers of protection”

Claims PHO Dr. Bonnie Henry on ? on #MandatoryMasks in #bced at 36:13 https://t.co/7mynxLfu7U 

But 130 countires have higher #Covid19 death rate/mil than BC #bcpoli #bctf",1
"If you’re in a store or restaurant or public space and people around you are wearing masks, PROTECTING YOU from them, you have every responsibility to wear your mask to protect them back. YOU DO NOT TALK WITHOUT WEARING A MASK TO SOMEONE. You put them at risk of you! #Covid",0
"Many companies have find ways to scam people during the pandemic. From fake sanitizers, useless masks, unscientific medicine (Coronil and many) to those, what I call, Corona Taveej.",1
LET US WORSHIP - Fox&amp;Friends Interview - Sean Feucht - Hold the Line https://t.co/o7M15LIjgI @realDonaldTrump THATS THE WAY PATRIOTS!!!! COME OUT!! PROTEST PEACEFULLY!! NO MASKS REQUIRED!! PRISON GUARD WHO WEARS PPE IN AZ GOT COVID ANYWAY!! MASKS ARE FALSE SENSE OF SECURITY!!!,1
New post (What kind of mask will protect you from coronavirus and are there some you should avoid?) has been published on Som2ny Network - https://t.co/wYHIuJeCd5,2
"They are only meant to help, not take the virus away.  I can say, I appreciate the mask mandate where I work.  I hate wearing them, but we have a lot of customers from all over since I am in a heavy tourist area.  I’m doing my part.  😊",0
"With corona into totalitarianism.Virus and mask propaganda,media-and politically-hyped were blown up ad nauseam,people were made submissive,economy was shut down, people ruined,and at the end the death toll isn’t higher than usual.Slowly manipulated covid body counts show up.",1
"Latest Covid Updates:-
Total Cases : 20,526,098 
Recovered : 13,448,753
Deaths : 745,981

Source : ""https://t.co/dIBapL0MIM""

 Wear a mask &amp; Stay home, Stay Safe",0
"💎😷 Is this the world's most expensive mask?

@Yvel_Jewelry in Israel is making a $1.5 million #Covid19 face mask, complete with 18-karat white gold and 3,600 diamonds https://t.co/8xq04KOKXx",2
This was litterally a post about someone's mom dying. And no. A mask does not keep you from getting it. The point is to prevent others from getting it and infecting other things. There is also places which delt with the virus better because the people there tried unlike you.,0
(Con’t) We elect leaders and agree to be taxed to fight major threats to our lives and society. We also implicitly agree to limit our freedoms so government can address major threats such as Covid-19. So use the power we have elected you for. Require masks. Don’t allow (Con’t),0
"There are now 7,877 active #COVID19 cases in VIC, with 410 new cases. Tragically, 21 people have died due to this virus.

Wyndham - 929 active cases
Hobsons Bay - 154 active cases

Please stay home, wear a mask &amp; get tested.
https://t.co/1ZOcPIjdJa

#springst",0
"people have a fundamental lack of understanding just how cross contamination works. masks in an everyday public setting only make more points of contact to spread the virus. touch touch touch that mask next to your covid head and spread the disease. masks in a car for days, ew!",1
“Love Thy Neighbor” Washable Face Mask | Etsy https://t.co/pjlLmBeHVV #facemask #lovethyneighbor #shield #protector #cover #filter #nosewire #elastic #cotton #washable #allergy #dust #womens #tan #rose #red #white #fittedmask #coronavirus #quarantine #bible #christian #chemo,2
"Good luck with that.  I think more Republicans may volunteer because so many don't wear masks &amp; don't think the virus is all that serious.  But that would be unfair to Democrats, who tend to be more cautious &amp; concerned abt spreading the virus, don't you think? #VoteByMail2020",2
We were watching the last episode of my series and at the airport scene my first thought was ‘they’re not wearing a mask’😩😩 this pandemic truly changed me,2
Will you fully own your deciy to gamble on not getting the virus and agree to give up any claim to medical care if you do get the virus? I mean it's not fair to take medical care away from someone who took precautions but got the virus from a loser to selfish to wear a mask.,0
Look at those anti-maskers! Amazing why we are finding it difficult to fight Covid-19! Yet this explains the average Trump voter mentality in a nutshell.,0
Wow that’s pretty sexist of you. Actually I donated a kidney to my husband so I only have one and he is immunocompromised. We are raising kids and would like to be around for them. Getting Covid could be a death sentence for us. Wear a mask you selfish prick.,0
Happy Janashtami  to all my friends of santan Dharam faith which may bring by the Blessings of Almighty God an end to this agony of COVID-19 has devastated   livelihood of lacs of daily earners but inspite of all this we citizens  are supposed to strictly wear mask &amp; stay indoors,0
"also, saw a brutally hot guy wearing all black, Timbalands and a red mask with bandanna print. Wanted to leap out of my car and propose

Safe to say my new kink is COVID safe dudes",0
"With 359 new cases in the county, and seven deaths today, the doubling rate slips to ~29 days.

Stay home. Read a book. Wash your hands. Mask up. Tip well. Floss. Be a helper. Try to not kill anybody.

https://t.co/xu9qoAh5zQ

#CoronaLockdown
#QuarantineDiaries
#ShelterInPlaceCA",0
"Look excuse the french but for fuck sake depose of your face safely, the world's wildlife have enough to contend with. 

Unmasking the impact of COVID-19 on our natural environments  - https://t.co/RyxnIXFYwl",2
